url,timestamp,property_name,price,layout,units_for_sale,total_units,size,other_area,building_age,location,access
https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_76595753/,2025-01-06T07:33:11.485761,パークナード代官山,21500.0万円,2LDK,1戸,94戸,6014m²,バルコニー面積1098m2,2019年10月,東京都渋谷区恵比寿西２201 周辺環境,東急東横線「代官山」歩3分 乗り換え案内 東京メトロ日比谷線「恵比寿」歩5分 乗り換え案内 東急東横線「中目黒」徒歩11分
